% source: http://sse.tongji.edu.cn/zhaoqinpei/Software/

@relation mopsi-joensuu

@ATTRIBUTE x REAL
@ATTRIBUTE y REAL

@DATA
62.598090,29.744480
62.598090,29.744480
62.598090,29.744480
62.619430,29.694100
62.603260,29.744940
62.597960,29.744160
62.622750,29.700380
62.618920,29.815060
62.602260,29.749540
62.618200,29.708660
62.598090,29.744480
62.598090,29.744480
62.598090,29.744480
62.598090,29.744480
62.603860,29.744530
62.604050,29.745190
62.602890,29.761860
62.603040,29.762150
62.614380,29.828140
62.618790,29.770520
63.096460,29.802290
63.091810,29.810800
63.091810,29.810760
63.091800,29.810700
62.598180,29.743640
62.598680,29.745600
62.596130,29.748440
62.596080,29.748650
62.599930,29.752840
62.600820,29.759740
62.600650,29.760630
62.601010,29.761110
62.601300,29.761600
62.601400,29.761640
62.601460,29.761570
62.602220,29.762520
62.602790,29.762700
62.602840,29.762210
62.603070,29.761360
62.602960,29.762150
62.602760,29.762660
62.603520,29.764320
62.603550,29.763390
62.603980,29.763830
62.603210,29.765590
62.603100,29.765200
62.602400,29.764850
62.602070,29.764600
62.601460,29.763990
62.601110,29.764600
62.601050,29.765910
62.601130,29.766360
62.601140,29.765990
62.599540,29.765140
62.599020,29.765850
62.599590,29.762830
62.599700,29.762500
62.598820,29.759180
62.599300,29.758750
62.599220,29.757250
62.602520,29.760580
62.603110,29.760850
62.607560,29.773120
62.607490,29.776040
62.616850,29.775600
62.618680,29.771220
62.618980,29.770600
62.619380,29.768700
62.619260,29.768160
62.618870,29.767590
62.615370,29.769040
62.614520,29.768660
62.609680,29.763580
62.610840,29.759770
62.603660,29.746040
62.598090,29.744480
62.598090,29.744480
62.598090,29.744480
62.598090,29.744480
62.598090,29.744480
62.614180,29.828270
62.614570,29.828230
62.619980,29.710360
62.619980,29.710360
63.096970,29.802480
62.928190,29.781790
62.858970,29.854920
62.618060,29.772450
62.618600,29.769950
62.618630,29.769980
62.614020,29.827700
62.603020,29.761480
62.602840,29.761590
62.602820,29.761580
62.598070,29.744250
62.604080,29.745010
62.598090,29.744480
62.598090,29.744480
