% Data generated using Python package 'sklearn' (sklearn.datasets.samples_generator)
%
% make_blobs(n_samples=300, centers=centers, cluster_std=0.5, random_state=0)
%
@relation blobs

@ATTRIBUTE x REAL
@ATTRIBUTE y REAL
@ATTRIBUTE class {0,1,2}

@data
1.4750442087627946,0.92432139585115103,0
-0.022043845874652912,-0.8049533386560368,1
-1.1767158743785995,-1.8082370943255164,1
0.7722337482413284,1.0087395795125285,0
1.23283121986523,0.23187815686138813,0
-0.92174673101731219,-0.88390948189986207,1
1.6595684381507878,-1.4412094092749592,2
0.33389417270274913,-1.9843123448930102,2
-1.2714307380083589,-0.79197497686928719,1
1.3361473785062177,1.2037309181205553,0
1.4712340596101969,-1.1337973731176738,2
0.94839057410322103,1.2052992509691862,0
0.65271607013431732,0.92518272983616456,0
-0.11980202933086836,-0.79925047245485625,2
1.2616383302658769,0.91422683438887598,0
0.87899008506489029,-0.2408694148221473,2
0.74124047874479837,-1.489414929679385,2
0.7153439732649074,-0.86504782252961931,2
0.80238550867282288,-1.5797102581999565,2
0.51444771477775775,-0.84259139774208813,2
1.3805188625734968,1.0608375082464141,0
0.4262656737944488,0.78108997762778298,0
0.74517390912417325,0.78096284919440684,0
0.78242322413918131,1.9246318642396709,0
0.76657722697361874,-1.7084530565631297,2
0.82604392533692372,1.0781744845519901,0
1.1854125006405511,-0.92896909740638223,2
-1.1545064845235611,-1.8380019031649883,1
1.4002824017154984,-0.9608699124191693,2
-0.85682815555386016,-0.69557808276227462,1
-1.0078410558012774,-0.91953591585088845,1
1.0185028609550748,-0.61604879613364816,2
0.44780833028577471,1.0260825396304871,0
-1.0953267467906997,-1.1974247570167251,1
0.024097949259198947,-1.3299458648647491,2
-1.7914691986675408,-0.69481031044639741,1
-1.1997245146314377,-0.81497205607624057,1
-1.1034518380819858,-0.55991054395960882,1
-1.4722231279591251,-1.2050248466012743,1
0.387282240584916,1.4221814882007735,0
0.25437120364719723,1.2196958506322684,0
1.9614710132401925,1.7402573957172121,0
1.7599974303828865,-0.14020534629190273,2
0.86599831452430975,1.4012281978981975,0
-1.8490529097161272,-0.80635976230246831,1
1.383331590822543,-0.8218535912638556,2
0.76498355864956258,-1.1083657352877694,2
0.78040523909892601,-0.90933078539108936,2
